metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# hits	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	28	-19.58	79.42	55.46	12	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	11	-15.36	81.94	46.91	8	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	25	-20.45	83.53	55.00	10	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	41	-16.39	78.23	50.70	17	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	20	-18.62	85.62	50.12	9	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	18	-19.53	84.48	53.41	7	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	12	-18.17	78.45	53.58	10	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	20	-15.33	81.47	46.78	10	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	23	-20.19	86.61	52.14	9	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	40	-15.57	81.10	47.73	15	
4698554.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	1	-21.00	69.12	68.00	1	
4698562.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	1	-21.00	69.12	68.00	1	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	48	-16.56	80.37	49.65	16	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	33	-16.00	77.50	51.03	14	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	1	-23.00	70.67	75.00	1	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	1	-11.00	62.50	48.00	1	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	4	-9.00	76.86	37.25	4	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	16	-11.40	71.47	45.00	10	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	4	-12.25	67.13	47.50	4	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	3	-12.33	70.11	48.67	3	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	2	-8.00	63.60	41.00	2	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	1	-8.00	69.05	42.00	1	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	3	-10.67	77.58	39.33	3	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	5	-8.00	72.87	34.20	5	
4698554.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	3	-10.67	77.21	36.33	3	
4698562.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	2	-19.00	71.19	64.00	2	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	4	-10.75	69.25	41.75	4	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnB protein	4	-11.75	66.32	47.25	2	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	4	-25.50	92.77	60.25	2	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	3	-22.67	89.79	58.33	2	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	5	-15.60	90.13	47.40	2	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	4	-17.25	90.83	48.50	2	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	10	-21.71	91.40	55.72	4	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	6	-10.17	75.71	45.50	4	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	2	-36.50	98.05	75.00	1	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	3	-15.00	97.85	40.00	1	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	7	-20.00	91.13	54.14	4	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	5	-16.40	84.70	51.80	4	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	10	-13.80	85.40	45.40	5	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	7	-17.71	86.94	51.00	3	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	5	-23.40	82.13	64.20	5	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	1	-16.00	67.74	62.00	1	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	7	-16.71	83.17	51.43	4	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	5	-25.80	81.05	68.00	4	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	2	-23.67	83.17	64.00	2	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	7	-14.14	81.27	48.43	5	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	3	-19.50	68.83	69.00	2	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	5	-14.60	85.51	45.60	2	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	4	-24.20	88.74	60.80	3	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	6	-17.67	88.31	50.17	4	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	7	-20.43	85.49	55.29	5	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	11	-19.60	80.86	58.80	6	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	17	-18.31	87.55	50.23	6	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	9	-23.00	90.47	58.00	5	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	25	-24.89	90.12	63.16	9	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	14	-24.00	93.03	59.00	7	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	25	-23.39	98.14	55.17	6	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	25	-16.62	91.35	46.94	8	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	6	-28.33	92.53	64.67	3	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	8	-9.29	91.93	34.43	5	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	27	-25.00	97.95	57.88	8	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	24	-19.57	96.83	48.36	6	
4698554.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	5	-19.00	90.75	52.33	3	
4698562.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	4	-14.67	80.00	49.00	3	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	44	-18.92	96.32	48.00	8	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	49	-22.27	92.12	55.96	9	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	14	-19.77	93.92	48.38	9	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	13	-19.60	96.05	47.80	5	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	15	-28.17	95.06	62.58	7	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	14	-23.75	93.56	56.00	7	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	31	-20.57	98.12	49.10	7	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	15	-21.00	96.77	50.07	8	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	7	-24.86	96.04	56.00	4	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	21	-16.50	92.94	43.36	9	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	34	-23.24	98.29	53.10	8	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	26	-20.74	93.35	50.05	11	
4698554.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	2	-11.50	84.53	38.50	2	
4698562.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	1	-34.00	100.00	71.00	1	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	37	-22.73	94.07	53.59	12	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	33	-19.50	96.77	46.73	9	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	10	-24.70	93.32	60.80	4	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	2	-26.00	98.75	62.50	2	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	8	-25.75	93.28	62.62	4	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	14	-27.33	95.33	63.11	5	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	9	-19.00	97.36	47.89	3	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	6	-29.50	92.62	68.67	5	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	13	-14.44	94.65	40.67	3	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	9	-27.33	95.53	62.78	5	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	9	-20.67	93.59	52.22	5	
4698562.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	1	-36.00	86.59	82.00	1	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	12	-22.42	93.50	55.50	7	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	24	-22.42	94.37	55.79	7	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	8	-20.50	91.52	56.25	4	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	5	-14.40	89.35	44.60	4	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	7	-25.71	88.92	66.72	5	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	8	-20.88	90.88	55.88	5	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	7	-10.71	89.64	36.86	6	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	3	-23.33	84.90	65.67	3	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	7	-21.86	94.16	56.43	5	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	8	-21.12	93.25	55.25	4	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	6	-16.33	94.70	45.50	4	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	16	-18.67	88.28	52.75	6	
4698554.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	1	-24.00	84.85	66.00	1	
4698562.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	1	-25.00	85.07	67.00	1	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	14	-18.36	92.46	51.43	5	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnL	11	-18.00	85.60	54.55	6	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	13	-17.85	85.01	52.31	4	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	1	-12.00	97.14	35.00	1	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	9	-12.44	78.02	41.33	6	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	10	-21.14	84.53	57.72	6	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	10	-18.80	84.52	54.20	5	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	8	-15.14	83.34	47.29	5	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	4	-25.00	89.24	58.50	3	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	5	-9.33	80.41	38.00	4	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	14	-15.38	85.13	44.46	7	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	6	-17.50	77.54	56.50	5	
4698554.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	1	-5.00	70.37	27.00	1	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	15	-15.36	82.23	50.09	6	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Protein RcsF	15	-10.00	80.85	36.79	7	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	5	-26.80	95.70	62.00	3	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	1	-24.00	100.00	54.00	1	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	6	-18.33	82.01	56.33	4	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	5	-10.75	87.13	36.50	3	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	6	-9.33	91.39	36.17	1	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	3	-19.33	100.00	47.33	1	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	3	-36.00	99.53	75.33	2	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	6	-15.83	96.76	42.83	2	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	5	-21.50	92.08	56.00	2	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	5	-17.00	95.12	45.00	2	
4698554.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	1	-5.00	61.54	39.00	1	
4698562.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	1	-5.00	61.54	39.00	1	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	10	-16.80	90.24	50.30	2	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Transcriptional regulator PhnF	9	-14.67	88.74	45.11	4	
4698570.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP	2	-6.00	62.35	39.50	2	
4698548.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP	1	-5.00	61.76	34.00	1	
4698577.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP	2	-6.67	61.78	42.33	2	
4698560.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	243	-20.53	93.73	51.93	26	
4698570.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	99	-18.52	93.69	48.55	19	
4698546.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	100	-19.72	94.63	50.57	14	
4698578.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	207	-22.41	91.57	56.38	20	
4698553.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	168	-20.42	96.65	50.25	16	
4698542.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	80	-19.89	95.85	49.80	12	
4698574.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	91	-19.16	93.63	49.21	20	
4698551.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	215	-18.19	93.99	47.56	24	
4698569.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	194	-21.00	96.97	51.20	16	
4698548.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	282	-21.47	94.87	52.78	29	
4698554.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	24	-19.52	88.52	52.76	11	
4698562.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	32	-21.28	91.81	54.84	11	
4698582.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	319	-21.36	94.93	52.85	35	
4698577.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	284	-20.32	94.88	50.79	25	
4698560.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	169	-25.56	94.94	58.86	14	
4698570.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	51	-22.25	93.72	53.96	9	
4698546.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	61	-25.57	91.67	61.00	15	
4698578.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	157	-23.74	91.20	57.95	16	
4698553.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	201	-23.94	95.04	56.07	14	
4698542.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	54	-20.64	92.14	52.27	15	
4698574.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	61	-24.53	93.77	57.68	13	
4698551.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	128	-21.98	95.18	52.62	14	
