metagenome	level 1	level 2	level 3	function	abundance	workbench abundance	avg eValue	avg % ident	avg align len	# hits	workbench # hits	
4698577.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	389	8	-23.53	94.60	56.73	30	1	
4698570.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	169	1	-20.94	93.26	53.34	20	1	
4698551.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	340	4	-22.65	95.38	54.86	24	1	
4698560.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	355	5	-25.07	95.66	58.70	25	1	
4698563.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	170	2	-28.09	93.05	65.36	18	1	
4698547.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	146	7	-24.97	91.66	60.62	18	1	
4698545.3	Phosphorus Metabolism	-	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	74	4	-23.98	83.12	64.78	18	1	
4698582.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	146	6	-22.01	95.50	53.61	22	1	
4698581.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	44	1	-24.95	97.37	57.36	8	1	
4698548.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	128	4	-21.50	95.18	52.88	17	1	
4698549.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	63	8	-25.70	86.06	65.63	16	1	
4698577.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	106	3	-25.96	96.09	59.65	18	1	
4698562.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	14	1	-23.93	94.31	57.50	7	1	
4698570.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	27	1	-22.43	92.80	55.43	11	1	
4698551.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	89	1	-21.85	96.47	52.44	15	1	
4698560.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	126	2	-23.36	95.67	55.21	21	1	
4698563.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	38	1	-28.38	95.80	63.17	10	1	
4698554.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	11	1	-19.45	95.59	49.55	4	1	
4698547.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	65	3	-24.72	87.36	62.98	16	1	
4698541.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	47	1	-25.51	90.18	63.45	12	1	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	457	5	-24.45	93.17	59.83	31	2	
4698581.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	103	4	-27.85	92.30	66.03	18	2	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	322	3	-22.50	93.26	55.98	26	2	
4698579.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	51	1	-24.98	90.25	61.40	12	1	
4698542.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	130	1	-20.73	90.71	54.29	22	1	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	280	2	-24.17	89.85	61.26	27	2	
4698546.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	115	1	-22.68	91.70	57.62	16	1	
4698549.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	127	9	-25.88	89.97	63.04	20	2	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	363	4	-22.26	93.04	56.06	34	2	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	91	2	-22.25	92.41	55.99	23	2	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	91	1	-20.22	91.84	52.34	23	1	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	197	2	-21.70	93.79	54.57	18	2	
4698556.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	58	1	-25.45	89.18	63.49	13	1	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	265	3	-24.37	92.55	59.62	27	2	
4698563.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	105	3	-26.13	92.04	63.16	21	2	
4698547.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	112	3	-23.36	89.51	59.17	19	2	
4698545.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	46	3	-20.80	81.43	60.28	17	2	
4698565.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	57	1	-22.07	90.50	56.74	13	1	
4698541.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	11	1	-26.45	93.93	59.82	6	1	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	212	29	-22.70	96.81	52.66	18	2	
4698581.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	42	8	-25.76	95.13	58.91	6	2	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	182	19	-23.14	97.20	53.01	16	1	
4698579.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	10	1	-24.60	92.84	57.40	6	1	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	161	6	-24.65	97.01	55.94	14	1	
4698546.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	47	1	-20.17	99.01	46.87	9	1	
4698549.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	51	20	-25.14	92.08	60.34	7	2	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	114	9	-21.62	97.67	50.41	16	2	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	61	5	-22.64	96.64	52.74	10	1	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	48	6	-22.87	95.58	53.69	9	1	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	93	6	-24.50	97.74	55.38	12	1	
4698573.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	36	1	-28.05	96.03	62.39	6	1	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	102	7	-21.92	97.87	51.02	12	1	
4698563.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	43	11	-28.91	94.87	64.37	5	2	
4698554.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	13	1	-24.69	98.38	54.38	5	1	
4698547.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	52	20	-23.51	93.46	56.69	7	2	
4698545.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	15	1	-26.43	92.58	60.36	7	1	
4698541.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	39	2	-24.51	95.37	60.31	8	1	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	294	18	-21.03	94.70	54.32	33	1	
4698581.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	82	5	-23.65	94.27	59.16	9	1	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	237	12	-20.04	94.91	52.41	27	1	
4698579.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	37	1	-25.89	95.12	62.41	9	1	
4698549.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	101	18	-22.97	90.14	60.59	16	1	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	227	11	-21.01	94.54	54.63	26	1	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	93	4	-21.43	94.80	55.24	22	1	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	78	5	-19.24	95.54	51.11	17	1	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	183	11	-20.05	94.81	52.49	27	1	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	240	9	-22.10	93.86	56.46	31	1	
4698563.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	80	4	-25.81	95.09	62.52	9	1	
4698547.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	83	15	-20.98	91.70	55.36	14	1	
4698545.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	8	1	-19.40	76.61	63.20	8	1	
4698553.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	181	1	-23.70	98.12	56.65	18	1	
4698549.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	97	1	-25.32	95.48	60.89	16	1	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	238	1	-22.61	97.64	55.14	23	1	
4698569.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	184	1	-23.96	98.22	56.81	16	1	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	165	1	-21.68	96.53	53.94	27	1	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	218	1	-23.24	96.70	56.76	27	1	
4698563.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	82	1	-24.32	96.91	58.56	15	1	
4698547.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	93	1	-23.53	95.55	57.68	13	1	
4698544.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	16	0	-18.72	85.87	53.56	7	1	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	244	0	-22.79	90.33	58.64	11	1	
4698543.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	17	0	-21.47	85.13	58.63	8	1	
4698573.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	99	0	-26.05	90.36	64.80	8	1	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	231	0	-23.66	91.15	59.95	10	1	
4698563.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	94	0	-23.01	88.45	60.31	6	1	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	146	6	-22.01	95.50	53.61	22	1	
4698581.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	44	1	-24.95	97.37	57.36	8	1	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	128	4	-21.50	95.18	52.88	17	1	
4698549.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	63	8	-25.70	86.06	65.63	16	1	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	106	3	-25.96	96.09	59.65	18	1	
4698562.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	14	1	-23.93	94.31	57.50	7	1	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	27	1	-22.43	92.80	55.43	11	1	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	89	1	-21.85	96.47	52.44	15	1	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	126	2	-23.36	95.67	55.21	21	1	
4698563.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	38	1	-28.38	95.80	63.17	10	1	
4698554.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	11	1	-19.45	95.59	49.55	4	1	
4698547.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	65	3	-24.72	87.36	62.98	16	1	
4698541.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	23	1	-23.90	94.70	58.24	6	1	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	131	6	-25.19	94.21	60.96	17	1	
4698581.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	56	1	-29.56	97.74	66.38	6	1	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	105	4	-24.94	95.08	59.65	15	1	
4698579.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	22	1	-25.10	93.92	60.65	8	1	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	176	2	-24.50	94.82	59.06	12	1	
4698549.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	57	9	-26.21	92.98	63.30	6	1	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	135	3	-22.70	93.81	56.17	16	1	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	57	2	-26.16	95.23	62.30	10	1	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	108	1	-19.95	94.88	51.35	15	1	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	134	2	-25.69	94.38	61.60	14	1	
4698547.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	51	2	-26.93	95.13	63.09	8	1	
4698545.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	4	1	-21.00	88.69	55.50	3	1	
4698568.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate starvation-inducible ATPase PhoH with RNA binding motif	6	2	-26.33	87.73	66.33	4	1	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate transport system regulatory protein PhoU	146	1	-22.45	93.99	56.56	14	1	
4698549.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate transport system regulatory protein PhoU	59	7	-23.66	88.36	61.66	8	1	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate transport system regulatory protein PhoU	44	1	-21.63	91.55	57.56	9	1	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate transport system regulatory protein PhoU	43	1	-22.25	91.79	57.02	7	1	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate transport system regulatory protein PhoU	76	1	-20.49	95.19	52.29	10	1	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate transport system regulatory protein PhoU	102	1	-22.38	94.30	56.03	9	1	
4698547.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate transport system regulatory protein PhoU	57	1	-20.69	91.29	54.56	9	1	
4698541.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate-specific outer membrane porin OprP	3	1	-14.25	70.68	53.75	3	1	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate-specific outer membrane porin OprP	28	2	-12.57	69.33	49.57	4	1	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate-specific outer membrane porin OprP	16	1	-10.38	70.90	42.88	4	1	
4698579.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate-specific outer membrane porin OprP	4	2	-13.00	64.16	56.17	4	1	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate-specific outer membrane porin OprP	22	1	-15.45	61.34	60.77	4	1	
4698549.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate-specific outer membrane porin OprP	29	3	-14.96	70.06	54.17	4	1	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphate-specific outer membrane porin OprP	17	1	-10.53	69.56	44.12	4	1	
