metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# hits	
4698577.3	Stress Response	-	Bacterial hemoglobins	Flavohemoprotein	1	-9.00	67.44	43.00	1	
4698560.3	Stress Response	-	Bacterial hemoglobins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	3	-9.00	67.44	43.00	1	
4698578.3	Stress Response	-	Bacterial hemoglobins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	2	-8.00	66.64	42.00	1	
4698553.3	Stress Response	-	Bacterial hemoglobins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	1	-9.00	67.44	43.00	1	
4698574.3	Stress Response	-	Bacterial hemoglobins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	2	-9.00	67.44	43.00	1	
4698569.3	Stress Response	-	Bacterial hemoglobins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	2	-6.00	66.75	37.50	1	
4698548.3	Stress Response	-	Bacterial hemoglobins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	1	-9.00	67.44	43.00	1	
4698554.3	Stress Response	-	Bacterial hemoglobins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	1	-9.00	67.44	43.00	1	
4698562.3	Stress Response	-	Bacterial hemoglobins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	2	-7.00	67.06	39.50	1	
4698582.3	Stress Response	-	Bacterial hemoglobins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	1	-9.00	67.44	43.00	1	
4698577.3	Stress Response	-	Bacterial hemoglobins	Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)	1	-9.00	67.44	43.00	1	
4698560.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	58	-28.12	90.30	62.94	3	
4698570.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	7	-24.86	91.04	57.29	2	
4698546.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	13	-24.27	90.20	57.00	2	
4698578.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	33	-32.06	91.56	69.19	2	
4698553.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	37	-26.06	90.12	59.97	3	
4698542.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	9	-16.12	88.89	44.12	2	
4698574.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	7	-27.14	89.17	62.00	1	
4698551.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	35	-21.50	89.70	52.62	2	
4698569.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	28	-31.50	92.05	67.89	3	
4698548.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	44	-20.87	89.77	51.37	3	
4698554.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	11	-21.50	90.60	52.12	2	
4698562.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	10	-19.12	91.43	47.38	2	
4698582.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	45	-22.93	89.48	55.22	4	
4698577.3	Stress Response	-	Bacterial hemoglobins	Hemoglobin-like protein HbO	38	-21.82	89.48	53.30	2	
4698560.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	82	-24.49	88.00	61.89	1	
4698570.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	21	-23.62	89.02	60.05	1	
4698546.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	17	-23.53	89.35	59.18	1	
4698578.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	75	-24.39	88.97	61.05	1	
4698553.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	57	-22.19	87.96	57.93	1	
4698542.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	15	-22.27	88.62	57.93	1	
4698574.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	19	-25.00	87.89	62.69	1	
4698551.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	65	-22.17	87.74	57.32	1	
4698569.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	63	-24.27	88.83	61.13	1	
4698548.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	63	-23.33	90.46	58.45	1	
4698554.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	13	-21.46	86.17	57.08	1	
4698562.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	15	-18.93	89.31	51.47	1	
4698582.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	81	-24.51	89.59	61.54	1	
4698577.3	Stress Response	-	Bacterial hemoglobins	Hypothetical protein in Cyanoglobin locus	60	-23.38	88.76	59.53	1	
4698560.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	31	-27.61	86.84	65.10	1	
4698570.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	9	-29.00	86.90	67.89	1	
4698546.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	6	-22.00	82.63	58.00	1	
4698578.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	28	-22.89	83.65	58.32	1	
4698553.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	24	-21.75	82.97	56.88	1	
4698542.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	8	-21.88	83.99	56.50	1	
4698574.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	10	-22.80	84.77	58.10	1	
4698551.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	19	-25.63	87.13	61.47	1	
4698569.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	31	-19.74	82.38	53.16	1	
4698548.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	28	-21.46	85.72	54.36	1	
4698554.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	2	-33.50	86.33	76.50	1	
4698562.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	3	-23.33	82.56	58.00	1	
4698582.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	35	-23.71	83.00	59.89	1	
4698577.3	Stress Response	-	Bacterial hemoglobins	Protein containing plastocyanin/azurin family domain	26	-18.23	82.69	50.73	1	
4698560.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	13	-20.62	71.01	70.50	3	
4698570.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	3	-13.00	74.35	52.33	2	
4698546.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	6	-16.50	74.62	56.75	3	
4698578.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	15	-17.00	76.84	54.80	3	
4698553.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	6	-14.60	74.85	52.40	4	
4698542.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	5	-6.20	76.66	33.40	2	
4698574.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	3	-20.67	75.73	62.67	2	
4698551.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	4	-13.75	73.82	51.75	3	
4698569.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	4	-20.00	71.16	67.00	3	
4698548.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	4	-13.75	71.89	52.75	3	
4698554.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	2	-17.50	73.69	58.00	2	
4698562.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	1	-9.00	78.38	37.00	1	
4698582.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	6	-14.83	73.94	52.33	4	
4698577.3	Stress Response	-	Bacterial hemoglobins	Putative bacterial haemoglobin	13	-17.50	76.78	56.83	4	
4698560.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	2829	-22.44	83.90	61.45	69	
4698570.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	813	-21.83	84.45	59.87	41	
4698546.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	718	-21.31	83.30	59.38	54	
4698578.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	3263	-22.31	83.54	61.43	76	
4698553.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	2281	-23.29	84.43	62.58	48	
4698542.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	568	-20.02	83.35	56.99	47	
4698574.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	896	-22.48	84.42	61.02	45	
4698551.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	2270	-21.21	83.96	59.03	61	
4698569.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	2402	-23.09	84.08	62.45	43	
4698548.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	2784	-21.73	84.06	60.01	59	
4698554.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	461	-21.69	84.19	59.75	41	
4698562.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	494	-22.62	83.26	62.32	44	
4698582.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	3147	-22.06	84.12	60.56	68	
4698577.3	Stress Response	-	Bacterial hemoglobins	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	2476	-22.03	83.95	60.53	55	
4698560.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	384	-26.95	92.28	64.10	20	
4698570.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	118	-24.16	92.02	59.12	14	
4698546.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	96	-25.46	91.78	61.68	13	
4698578.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	409	-26.59	92.05	63.48	17	
4698553.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	327	-26.31	92.39	62.76	20	
4698542.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	94	-22.06	92.95	55.47	15	
4698574.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	116	-24.89	92.51	60.14	14	
4698551.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	289	-25.31	92.03	61.30	16	
4698569.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	397	-26.25	92.03	63.09	19	
4698548.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	315	-23.51	92.11	58.54	15	
4698554.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	69	-23.45	91.71	58.47	14	
4698562.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	63	-26.18	92.60	62.32	11	
4698582.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	391	-25.68	91.56	62.06	20	
4698577.3	Stress Response	-	Carbon Starvation	Carbon starvation protein A	367	-25.60	91.55	62.33	19	
4698560.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	25	-17.88	99.40	45.92	6	
4698570.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	5	-14.40	99.26	40.60	2	
4698546.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	7	-17.14	99.22	44.29	3	
4698578.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	33	-15.81	98.51	42.31	7	
4698553.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	25	-16.65	99.74	43.30	5	
4698542.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	8	-15.12	99.40	41.00	3	
4698574.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	3	-9.00	98.67	31.00	2	
4698551.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	24	-16.08	99.10	42.62	5	
4698569.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	22	-18.55	99.89	46.77	3	
4698548.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	20	-15.05	99.89	40.45	4	
4698554.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	6	-15.00	98.86	40.83	2	
4698562.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	6	-11.83	98.16	36.17	3	
4698582.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	28	-17.43	99.51	44.61	4	
4698577.3	Stress Response	-	Carbon Starvation	Carbon storage regulator	26	-17.12	99.88	44.69	4	
4698560.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	29	-25.55	90.11	58.10	1	
4698570.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	3	-34.67	94.16	72.00	1	
4698546.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	11	-25.27	91.06	58.00	1	
4698578.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	49	-28.02	91.64	62.33	1	
4698553.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	44	-23.27	91.18	55.02	1	
4698542.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	9	-23.67	90.61	54.56	1	
4698574.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	6	-30.17	92.35	65.83	1	
4698551.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	25	-22.12	90.72	50.60	1	
4698569.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	37	-25.14	92.57	56.95	1	
4698548.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	49	-25.20	91.93	56.80	1	
4698554.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	8	-25.75	91.39	58.50	1	
4698562.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	9	-29.67	91.65	64.89	1	
4698582.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	46	-26.61	92.27	59.52	1	
4698577.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp	41	-25.90	91.46	58.80	1	
4698560.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	29	-25.55	90.11	58.10	1	
4698570.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	3	-34.67	94.16	72.00	1	
4698546.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	11	-25.27	91.06	58.00	1	
4698578.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	49	-28.02	91.64	62.33	1	
4698553.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	44	-23.27	91.18	55.02	1	
4698542.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	9	-23.67	90.61	54.56	1	
4698574.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	6	-30.17	92.35	65.83	1	
4698551.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	25	-22.12	90.72	50.60	1	
4698569.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	37	-25.14	92.57	56.95	1	
4698548.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	49	-25.20	91.93	56.80	1	
4698554.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	8	-25.75	91.39	58.50	1	
4698562.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	9	-29.67	91.65	64.89	1	
4698582.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	46	-26.61	92.27	59.52	1	
4698577.3	Stress Response	-	Carbon Starvation	Starvation lipoprotein Slp paralog	41	-25.90	91.46	58.80	1	
4698560.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	89	-26.77	98.78	59.94	5	
4698570.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	22	-27.68	99.66	60.73	2	
4698546.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	32	-26.69	97.97	59.62	3	
4698578.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	80	-26.89	98.76	59.83	4	
4698553.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	96	-27.06	99.54	59.74	5	
4698542.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	26	-22.42	97.73	52.77	3	
4698574.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	21	-25.95	99.71	57.86	2	
4698551.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	61	-24.98	99.46	56.28	3	
4698569.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	60	-27.32	99.83	60.68	4	
4698548.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	69	-29.09	99.24	63.42	3	
4698554.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	11	-22.82	99.29	53.45	2	
4698562.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	14	-25.50	99.53	57.07	2	
4698582.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	146	-28.02	99.48	61.61	5	
4698577.3	Stress Response	-	Carbon Starvation	Stringent starvation protein A	120	-28.27	99.62	62.02	3	
4698560.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	63	-24.46	96.04	58.08	4	
4698570.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	6	-23.00	95.60	55.60	2	
4698546.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	13	-23.69	96.55	54.92	3	
4698578.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	61	-21.88	96.11	53.27	4	
4698553.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	32	-23.90	96.71	56.20	3	
4698542.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	8	-24.57	97.05	55.86	3	
4698574.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	12	-25.09	97.27	59.09	2	
4698551.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	55	-21.53	96.64	52.42	4	
4698569.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	39	-27.78	96.20	63.59	3	
4698548.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	41	-24.15	96.67	56.70	4	
4698554.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	7	-13.29	99.15	37.57	1	
4698562.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	14	-24.29	97.40	57.00	2	
4698582.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	40	-28.50	96.93	64.25	3	
4698577.3	Stress Response	-	Carbon Starvation	Stringent starvation protein B	32	-28.61	96.75	64.90	3	
4698560.3	Stress Response	-	Commensurate regulon activation	Regulatory protein SoxS	3	-15.67	90.70	44.00	3	
4698570.3	Stress Response	-	Commensurate regulon activation	Regulatory protein SoxS	5	-15.80	86.01	44.60	3	
4698546.3	Stress Response	-	Commensurate regulon activation	Regulatory protein SoxS	7	-8.67	73.65	35.83	4	
4698578.3	Stress Response	-	Commensurate regulon activation	Regulatory protein SoxS	2	-21.50	96.16	50.50	1	
4698553.3	Stress Response	-	Commensurate regulon activation	Regulatory protein SoxS	6	-12.17	93.60	36.17	3	
4698542.3	Stress Response	-	Commensurate regulon activation	Regulatory protein SoxS	6	-13.00	82.52	39.80	3	
4698574.3	Stress Response	-	Commensurate regulon activation	Regulatory protein SoxS	4	-23.50	82.46	58.50	3	
4698551.3	Stress Response	-	Commensurate regulon activation	Regulatory protein SoxS	2	-7.00	100.00	28.50	2	
4698569.3	Stress Response	-	Commensurate regulon activation	Regulatory protein SoxS	5	-21.20	97.81	50.80	2	
4698548.3	Stress Response	-	Commensurate regulon activation	Regulatory protein SoxS	7	-15.14	84.44	43.14	2	
4698582.3	Stress Response	-	Commensurate regulon activation	Regulatory protein SoxS	9	-16.86	80.19	49.72	3	
4698577.3	Stress Response	-	Commensurate regulon activation	Regulatory protein SoxS	5	-9.60	91.54	31.80	4	
4698560.3	Stress Response	-	Dimethylarginine metabolism	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	3	-18.67	79.20	55.33	2	
4698570.3	Stress Response	-	Dimethylarginine metabolism	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	6	-17.80	82.80	54.00	2	
4698546.3	Stress Response	-	Dimethylarginine metabolism	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	1	-25.00	85.94	64.00	1	
4698578.3	Stress Response	-	Dimethylarginine metabolism	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	21	-19.22	80.78	56.00	3	
4698553.3	Stress Response	-	Dimethylarginine metabolism	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	1	-21.00	77.97	59.00	1	
4698574.3	Stress Response	-	Dimethylarginine metabolism	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	8	-22.00	82.58	61.14	2	
4698551.3	Stress Response	-	Dimethylarginine metabolism	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	3	-19.67	77.59	56.33	2	
4698569.3	Stress Response	-	Dimethylarginine metabolism	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	1	-17.00	78.43	51.00	1	
4698548.3	Stress Response	-	Dimethylarginine metabolism	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	17	-19.61	78.56	58.00	3	
4698562.3	Stress Response	-	Dimethylarginine metabolism	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	1	-6.00	92.00	25.00	1	
4698582.3	Stress Response	-	Dimethylarginine metabolism	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	16	-20.86	78.94	59.57	2	
4698577.3	Stress Response	-	Dimethylarginine metabolism	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	13	-20.77	80.22	58.54	1	
4698560.3	Stress Response	-	Dimethylarginine metabolism	Ornithine aminotransferase (EC 2.6.1.13)	1	-32.00	80.72	83.00	1	
4698570.3	Stress Response	-	Dimethylarginine metabolism	Ornithine aminotransferase (EC 2.6.1.13)	7	-29.50	84.93	74.50	3	
4698578.3	Stress Response	-	Dimethylarginine metabolism	Ornithine aminotransferase (EC 2.6.1.13)	17	-21.21	86.64	56.29	4	
4698542.3	Stress Response	-	Dimethylarginine metabolism	Ornithine aminotransferase (EC 2.6.1.13)	2	-11.00	92.92	35.00	2	
4698574.3	Stress Response	-	Dimethylarginine metabolism	Ornithine aminotransferase (EC 2.6.1.13)	7	-33.00	91.92	74.86	4	
4698551.3	Stress Response	-	Dimethylarginine metabolism	Ornithine aminotransferase (EC 2.6.1.13)	1	-9.00	62.50	48.00	1	
4698548.3	Stress Response	-	Dimethylarginine metabolism	Ornithine aminotransferase (EC 2.6.1.13)	19	-17.69	87.71	49.54	5	
4698554.3	Stress Response	-	Dimethylarginine metabolism	Ornithine aminotransferase (EC 2.6.1.13)	1	-23.00	85.96	57.00	1	
4698562.3	Stress Response	-	Dimethylarginine metabolism	Ornithine aminotransferase (EC 2.6.1.13)	2	-21.00	88.82	52.50	2	
4698582.3	Stress Response	-	Dimethylarginine metabolism	Ornithine aminotransferase (EC 2.6.1.13)	17	-19.86	88.05	54.22	4	
