metagenome	level 1	level 2	level 3	function	abundance	workbench abundance	avg eValue	avg % ident	avg align len	# hits	workbench # hits	
4698548.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	43	3	-21.36	95.18	53.66	11	1	
4698578.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	47	3	-19.40	97.56	49.87	10	1	
4698546.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	19	1	-22.89	96.44	56.33	10	1	
4698549.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	25	6	-21.44	91.32	56.04	6	1	
4698577.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	38	4	-19.63	95.61	50.76	13	1	
4698574.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	13	3	-18.27	93.14	49.27	6	1	
4698570.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	15	1	-19.54	95.24	50.69	9	1	
4698551.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	32	2	-18.79	97.59	48.85	9	1	
4698560.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	40	4	-18.24	96.39	48.14	11	1	
4698563.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	18	1	-19.14	97.08	49.14	8	1	
4698547.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	22	5	-20.68	93.24	53.77	5	1	
4698545.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	3	1	-15.00	92.72	42.00	3	1	
4698568.3	Stress Response	-	Hfl operon	RNA-binding protein Hfq	3	1	-9.67	93.07	31.67	3	1	
4698582.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	301	2	-23.15	94.07	59.50	11	1	
4698548.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	288	3	-21.30	94.57	55.75	12	1	
4698579.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	28	2	-21.75	93.91	56.83	6	1	
4698578.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	234	1	-24.51	94.48	61.59	8	1	
4698549.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	69	2	-25.14	92.82	64.11	11	1	
4698577.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	216	4	-21.50	94.54	56.24	10	1	
4698574.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	53	1	-22.67	94.10	58.79	7	1	
4698562.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	37	1	-21.83	94.64	56.73	6	1	
4698570.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	53	1	-24.56	94.06	61.98	8	1	
4698551.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	218	3	-20.33	94.94	53.79	12	1	
4698560.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	225	4	-22.06	94.90	57.18	10	1	
4698554.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	30	1	-19.73	94.42	53.12	6	1	
4698547.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	56	5	-23.37	93.51	60.67	9	1	
4698545.3	Stress Response	-	Phage shock protein (psp) operon	Phage shock protein A	1	1	-21.00	94.55	55.00	1	1	
4698582.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	91	9	-23.11	93.10	57.04	4	1	
4698548.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	78	5	-23.61	92.86	57.68	4	1	
4698542.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	13	1	-22.61	96.74	55.08	2	1	
4698546.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	15	1	-23.00	94.54	56.00	2	1	
4698549.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	67	7	-27.27	92.19	64.48	4	1	
4698577.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	82	6	-25.86	96.11	60.59	3	1	
4698574.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	29	1	-19.66	92.42	51.62	3	1	
4698562.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	10	1	-18.50	94.51	48.80	2	1	
4698570.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	24	2	-19.79	94.18	50.83	2	1	
4698551.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	132	1	-25.89	97.09	60.08	3	1	
4698560.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	158	1	-25.64	95.86	60.52	4	1	
4698554.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	10	1	-23.80	95.46	56.40	2	1	
4698547.3	Stress Response	-	Phage shock protein (psp) operon	Psp operon transcriptional activator	71	8	-26.09	92.53	61.94	4	1	
4698582.3	Stress Response	Acid stress	Acid resistance mechanisms	Arginine decarboxylase (EC 4.1.1.19)	59	6	-19.29	81.26	55.05	23	1	
4698548.3	Stress Response	Acid stress	Acid resistance mechanisms	Arginine decarboxylase (EC 4.1.1.19)	47	4	-15.68	81.13	48.36	18	1	
4698579.3	Stress Response	Acid stress	Acid resistance mechanisms	Arginine decarboxylase (EC 4.1.1.19)	14	1	-28.33	85.69	67.17	8	1	
4698578.3	Stress Response	Acid stress	Acid resistance mechanisms	Arginine decarboxylase (EC 4.1.1.19)	60	1	-20.43	87.73	53.43	18	1	
4698549.3	Stress Response	Acid stress	Acid resistance mechanisms	Arginine decarboxylase (EC 4.1.1.19)	31	4	-19.75	77.56	58.88	10	1	
4698577.3	Stress Response	Acid stress	Acid resistance mechanisms	Arginine decarboxylase (EC 4.1.1.19)	46	1	-17.11	83.47	49.31	18	1	
4698570.3	Stress Response	Acid stress	Acid resistance mechanisms	Arginine decarboxylase (EC 4.1.1.19)	15	1	-12.64	80.35	42.72	7	1	
4698547.3	Stress Response	Acid stress	Acid resistance mechanisms	Arginine decarboxylase (EC 4.1.1.19)	21	2	-16.95	75.22	55.90	9	1	
4698568.3	Stress Response	Acid stress	Acid resistance mechanisms	Arginine decarboxylase (EC 4.1.1.19)	18	4	-19.21	78.67	56.50	5	1	
4698582.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspA	74	1	-14.12	93.21	40.38	13	1	
4698549.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspA	34	1	-21.87	91.33	54.37	9	1	
4698577.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspA	42	2	-18.45	93.05	47.88	11	1	
4698548.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspC	5	1	-11.80	92.52	35.40	4	1	
4698549.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspC	4	1	-23.75	93.75	55.00	2	1	
4698570.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspC	1	1	-5.00	73.33	30.00	1	1	
4698563.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspC	3	1	-16.33	90.48	43.00	3	1	
4698582.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspE	3	1	-12.33	92.85	37.33	3	1	
4698548.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspE	3	3	-9.67	85.66	37.00	1	1	
4698549.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspE	7	6	-21.14	84.97	57.86	2	1	
4698577.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspE	2	1	-10.50	87.25	37.00	2	1	
4698574.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspE	3	2	-19.67	87.65	53.33	2	1	
4698570.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspE	3	2	-19.00	88.02	52.33	2	1	
4698547.3	Stress Response	Cold shock	Cold shock, CspA family of proteins	Cold shock protein CspE	2	2	-7.50	81.28	32.00	1	1	
4698569.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	172	1	-27.14	97.11	60.27	27	1	
4698541.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-formylglutathione hydrolase (EC 3.1.2.12)	25	1	-23.12	93.45	54.20	5	1	
4698575.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-formylglutathione hydrolase (EC 3.1.2.12)	61	1	-27.44	92.44	61.53	11	1	
4698582.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-formylglutathione hydrolase (EC 3.1.2.12)	225	5	-24.93	93.58	57.49	27	1	
4698548.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-formylglutathione hydrolase (EC 3.1.2.12)	181	1	-21.88	94.42	52.00	22	1	
4698579.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-formylglutathione hydrolase (EC 3.1.2.12)	25	1	-25.88	94.78	58.52	6	1	
4698549.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-formylglutathione hydrolase (EC 3.1.2.12)	69	2	-23.91	90.63	57.32	15	1	
4698577.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-formylglutathione hydrolase (EC 3.1.2.12)	151	1	-20.05	92.87	49.50	24	1	
4698574.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-formylglutathione hydrolase (EC 3.1.2.12)	59	1	-23.81	92.39	56.25	17	1	
4698570.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-formylglutathione hydrolase (EC 3.1.2.12)	56	1	-20.78	92.29	50.80	15	1	
4698547.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-formylglutathione hydrolase (EC 3.1.2.12)	62	2	-22.73	90.07	55.46	13	1	
4698568.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	S-formylglutathione hydrolase (EC 3.1.2.12)	11	2	-10.00	78.85	37.75	7	1	
4698545.3	Stress Response	Detoxification	Glutathione-dependent pathway of formaldehyde detoxification	Transcriptional regulator, LysR family, in formaldehyde detoxification operon	2	0	-17.67	85.19	54.00	2	1	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	243	2	-23.70	94.91	56.05	29	1	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	210	2	-22.48	95.00	53.97	27	1	
4698549.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	70	3	-22.61	92.13	56.00	21	1	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	161	1	-23.07	95.09	54.91	25	1	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	66	1	-27.55	93.88	63.40	15	1	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	61	2	-22.70	93.45	54.76	19	1	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	102	2	-21.50	95.86	51.56	17	1	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	160	3	-22.32	95.27	53.45	25	1	
4698563.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaJ	71	1	-27.56	95.80	61.83	14	1	
4698541.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	78	2	-27.14	95.82	63.67	17	1	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	661	8	-23.62	97.61	56.71	46	1	
4698581.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	206	1	-30.02	97.44	67.89	22	1	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	708	6	-23.21	97.81	55.97	49	1	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	513	3	-26.14	96.99	61.70	39	1	
4698553.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	368	5	-23.30	97.90	56.56	35	1	
4698549.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	231	17	-28.47	95.67	66.14	24	1	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	564	3	-22.87	97.47	55.53	43	1	
4698569.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	377	1	-23.38	98.03	56.39	37	1	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	168	2	-22.52	96.14	55.67	29	1	
4698562.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	74	1	-26.88	97.82	62.63	13	1	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	144	1	-20.76	97.00	52.09	28	1	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	415	4	-23.75	97.89	56.96	32	1	
4698573.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	252	1	-29.94	96.84	68.10	26	1	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	524	6	-24.98	97.82	58.88	35	1	
4698547.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	214	15	-27.18	95.70	64.06	22	1	
4698568.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Chaperone protein DnaK	71	2	-24.08	92.07	60.38	23	1	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	243	1	-21.41	91.58	54.59	28	1	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	236	1	-20.31	91.77	52.50	25	1	
4698568.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Glutathione synthetase (EC 6.3.2.3)	23	2	-14.90	75.82	51.24	7	1	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	191	1	-23.81	93.28	58.58	21	1	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	185	1	-23.41	93.58	57.81	17	1	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	121	2	-21.85	92.78	55.39	18	1	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat shock protein GrpE	130	1	-24.41	94.97	59.32	12	1	
4698575.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	22	1	-23.94	87.52	62.77	9	1	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	145	2	-18.32	93.80	48.08	14	1	
4698581.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	26	3	-25.41	88.27	65.91	9	1	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	36	1	-20.68	88.59	55.62	8	1	
4698549.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	44	7	-24.26	81.78	68.97	9	1	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	127	3	-19.46	92.30	51.24	14	1	
4698569.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	48	0	-19.58	94.35	50.65	11	1	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	23	1	-17.87	91.37	50.35	8	1	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	38	2	-13.76	91.47	41.72	10	1	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	60	1	-15.43	93.74	43.33	13	1	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	80	1	-15.90	93.15	44.27	13	1	
4698563.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	24	4	-23.84	90.38	60.53	9	1	
4698547.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	31	8	-20.68	82.50	60.86	9	1	
4698545.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Heat-inducible transcription repressor HrcA	16	1	-23.80	89.45	61.73	8	1	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	103	9	-22.27	86.81	58.53	17	1	
4698581.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	39	1	-25.24	90.39	60.48	11	1	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	85	8	-22.20	86.92	57.97	17	1	
4698549.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	44	8	-24.50	84.37	64.28	9	1	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	62	3	-20.91	87.45	56.26	17	1	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	34	1	-19.75	88.22	52.38	13	1	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	27	1	-18.95	87.09	51.76	14	1	
4698551.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	21	2	-15.23	88.39	45.71	13	1	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	18	3	-18.87	83.61	55.47	12	1	
4698563.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	30	1	-22.78	90.76	56.61	9	1	
4698547.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	38	3	-23.03	87.55	59.07	13	1	
4698571.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	13	1	-26.36	90.30	63.73	9	1	
4698545.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	MiaB family protein, possibly involved in tRNA or rRNA modification	36	3	-27.55	86.58	68.78	8	1	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	RNA polymerase sigma factor RpoH	237	5	-25.50	95.28	60.69	30	1	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	RNA polymerase sigma factor RpoH	151	4	-23.35	94.86	57.35	31	1	
4698549.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	RNA polymerase sigma factor RpoH	81	7	-26.91	95.38	63.22	14	1	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	RNA polymerase sigma factor RpoH	50	2	-22.18	94.69	55.15	15	1	
4698547.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	RNA polymerase sigma factor RpoH	66	5	-27.36	94.94	63.67	12	1	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB	126	1	-22.70	87.34	57.48	19	1	
4698549.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB	73	1	-29.57	90.39	68.42	8	1	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB	145	1	-22.03	88.84	55.05	20	1	
4698560.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB	130	2	-24.11	87.11	59.98	15	1	
4698563.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB	55	1	-23.41	90.89	57.25	8	1	
4698547.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Radical SAM family enzyme, similar to coproporphyrinogen III oxidase, oxygen-independent, clustered with nucleoside-triphosphatase RdgB	63	2	-25.55	89.97	60.89	7	1	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribonuclease PH (EC 2.7.7.56)	190	6	-20.88	96.12	51.77	19	1	
4698548.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribonuclease PH (EC 2.7.7.56)	153	2	-20.27	96.93	50.36	13	1	
4698578.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribonuclease PH (EC 2.7.7.56)	140	1	-25.88	96.14	60.38	12	1	
4698553.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribonuclease PH (EC 2.7.7.56)	130	1	-24.94	98.01	57.91	11	1	
4698577.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribonuclease PH (EC 2.7.7.56)	175	2	-22.99	96.37	55.53	14	1	
4698569.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribonuclease PH (EC 2.7.7.56)	146	1	-24.40	97.88	56.57	12	1	
4698574.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribonuclease PH (EC 2.7.7.56)	78	1	-24.57	95.19	58.92	10	1	
4698570.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribonuclease PH (EC 2.7.7.56)	66	2	-21.36	95.92	52.81	11	1	
4698547.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribonuclease PH (EC 2.7.7.56)	48	3	-25.93	93.17	62.30	6	1	
4698582.3	Stress Response	Heat shock	Heat shock dnaK gene cluster extended	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	159	3	-20.91	92.78	52.73	19	1	
